delta_time,x_bias,y_bias,spot_1_bias,spot_2_bias,spot_3_bias,spot_4_bias,spot_5_bias,spot_6_bias,spot_1_bias_xycorr,spot_2_bias_xycorr,spot_3_bias_xycorr,spot_4_bias_xycorr,spot_5_bias_xycorr,spot_6_bias_xycorr,total_sigma,rgt_corr_sigma,spot_corr_sigma,xy_corr_sigma
25105007.996878196,-4.6500661510340064,4.181549515435746,,,-0.025319509597143616,-0.0036528060141206775,-0.00026152658170937743,0.029233842192975094,,,0.0017757054398809132,-0.0021517061290564896,-0.0018469974836398024,0.0022229981728183485,0.056868283650351355,0.05320413156968026,0.04517077638886857,0.04533088209360314
25396736.518026795,-1.8876671438510257,4.198071014120777,-0.06056626322861062,0.006032682851076394,-0.0029658729592041484,0.0007852808310534399,0.019630532477672432,0.03708364002800595,-0.028468170246874373,0.02687657001398495,0.0037927854283992587,-0.0033541207481765736,-0.0027570500384994433,0.003909985591168868,0.05469904843486757,0.04959679042689676,0.04355192997765318,0.04389058829090257
25920014.26546235,-1.1765725115031904,4.670321350373949,-0.055802431777796,-0.0016424412389566513,-0.0022961200888053338,-0.001469900322352141,0.02493809846987865,0.03627279495801758,-0.024637890608810862,0.022954997808143245,0.0032306006723381666,-0.0029256237600468254,-0.001861406323809391,0.003239322212159817,0.05495608203870684,0.048800218306500776,0.04094267027393027,0.04121258309238143
26440536.113733888,-2.612302706454809,4.513813292496655,-0.03140133304488662,-0.005228664133787533,-0.013033758098378064,-0.00011133644184185449,0.018410463560596023,0.03136462815828589,0.0015498974581925745,0.013214825153967458,-0.00426207616319107,-0.005524561015007072,-0.00277966827402827,-0.0021984171599463906,0.054847837714733325,0.04980338742046093,0.041317377526310615,0.04129796576677803
26955320.157455936,-3.521380056006646,3.993219994339475,-0.02554478838942306,0.0012788034317011174,-0.019794079627472056,0.002396931123334043,0.01496881620035144,0.0266943172615051,0.006620274822593955,0.013975196938853362,-0.009724116508390402,-0.005953646605424329,-7.428593873347509e-05,-0.004843422708871587,0.05271527937536222,0.048682704884095755,0.03999212001183577,0.04037869365342525
27475838.97376299,-2.135520225076146,3.8534809521089177,-0.02946076278387269,0.005455515028542003,-0.015185009764350697,-0.00251171777573848,0.018557938803765307,0.023144036491662388,-0.0010396859585350908,0.021904729272967365,-0.008837396120768986,-0.007476876178471263,6.826935765701428e-05,-0.004619040372818939,0.05352415436482963,0.048572301894672,0.04124969924797322,0.04195714494160656
28007428.223506995,-1.0680174220409018,3.195975940241878,-0.04192501611643025,0.0064452224716110415,-0.0021452779243791432,-0.0022238364347896516,0.015728041252306327,0.024120866751677565,-0.019955658104805568,0.02231268435242941,0.0020181028210226972,-0.004131701556628621,-0.0018029492251075375,0.001559521713121713,0.04949731160393429,0.04427685181048295,0.03983874482587255,0.04026720279644281
28511134.56003052,-1.8566251554756055,2.298210960354261,-0.044778008732788775,-0.002377062728378584,0.0030367430034117437,0.004961948718274509,0.01024877372097193,0.028907606018506428,-0.026166466766972908,0.006048054952562458,0.00933641237114714,0.0007796661688205416,0.0008128500164633212,0.009189483257971242,0.04455054460364189,0.03995370811897899,0.03692487722163162,0.037499715547975335
29031602.14437417,-2.8590296953850247,1.965880182224629,,,-0.010172508665305462,-0.003273839307047984,-0.0056992118024029054,0.019145559774759506,,,0.004320864393801451,-0.004626343056250277,-0.004350876108052582,0.004656354770491418,0.04177900019254454,0.03939440228894852,0.035955924709031514,0.03654821448815013
29546433.761235263,-2.9715265545416067,1.619978194140713,,,-0.00941530321106613,-0.0015539630253164876,-0.006981757727226543,0.017951023963611108,,,0.004100757285643514,-0.0044212178662062715,-0.004117747083779587,0.004438207664326472,0.043001611505691636,0.04002818715778038,0.03698743387821922,0.03750784140330989
30066909.636790838,-3.5176161026341535,1.2812457733932037,,-0.00833279214222345,-0.009045423680822668,0.004760923521487142,-0.006070605355008412,0.018687897656571757,,-0.007383193575965861,0.00437926368256495,-0.0010637491322744892,-0.0007216961268540068,0.0047893751525186,0.04304759791658702,0.04034252441954298,0.03725459291323897,0.03749613724504625
30587330.035846956,-4.1565296061893715,0.8485272776844407,-0.031205447825819677,-0.017208250542193538,-0.00042507216422050625,0.019759354663931517,0.001935544559067942,0.027143871309225322,-0.01577005608788602,-0.024350499425622056,0.01120053953519194,0.008783630075108729,0.008755188895324938,0.011381197007877607,0.04225109110080465,0.039288830236173966,0.03557928526013765,0.03569505710966448
31102237.883059837,-2.0523214594744665,0.01189335423146636,-0.00038794190938446285,-0.0009399950463449154,-0.00923820726967029,0.007407022448683708,-0.004799769540980922,0.007958891317699715,-0.005337582756969409,0.004774039508645807,-0.007364695627764703,0.004915248604624361,-0.002784351995160277,0.005797342266641303,0.040368555451293205,0.0382665510804009,0.03536366807893883,0.035903391184871604
31622628.723756716,0.5329005568997699,-0.4526630771171534,-0.0008194405688988864,0.0016391234943834909,-0.01183480670626901,0.002229652226973177,0.004046004695750564,0.004739466858066085,0.003713810290920555,0.0031747798767338287,-0.011451717604997188,0.0007651817079150671,0.002511945453070723,0.001286000276212926,0.03893177659368257,0.035776307170441,0.03470007223863898,0.0355067187189643
32143000.464001987,1.7605045264530852,-0.9965916825389376,-0.01777690071015985,0.007356345479382646,-0.007436848878466251,0.001960934770383099,0.009060002094334246,0.006836467244524662,-0.006352124997386691,0.009051622648871578,-0.002611493232844274,-0.00283763608153933,0.007351168179054958,-0.004601536516143954,0.041517199435140595,0.038613300519440154,0.03638146551645179,0.03730306626378436
32657933.143938318,1.734530741005783,-1.2066203889344684,-0.0320833702326531,0.010654204436046555,0.006226991465527291,0.002660181834433123,0.009847976020138653,0.0026940164765093186,-0.01919961896174637,0.01393227536694568,0.011013630300769918,-0.0021035279212709554,0.006565379894866995,-0.010208138679442426,0.04375740053711432,0.041546006036930164,0.036435057590689664,0.039947401799759696
33181107.09260863,0.9351930970071486,-0.613678666291464,-0.02139280221528929,0.007076640185451643,0.0070408391254223835,0.004385024750996161,0.005549050619836281,-0.0026587524664201724,-0.014717165961950437,0.008577852404019558,0.009611862436995,0.0018345339627681189,0.0040398941504214084,-0.00934697699188352,0.04378191000224451,0.04063213533332398,0.038175277997461794,0.04019695109175689
33695966.94362067,0.8878769463935067,-0.8303083574290189,-0.018673453532025184,0.003169469803113764,0.0041013123939680875,0.003784064644376197,0.005897734330932846,0.0017208723596401562,-0.010585138195632362,0.006290630606937133,0.0065573491941706705,0.0013227042866865346,0.002795792897364466,-0.006381338789380959,0.04372994021698184,0.04088478236682493,0.03927986896905878,0.04023083649960824
